c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,315,74,117,-3,913,6429,-7295,1522,384,6,-25,82,0,0,13543,719,233,155,13543,1501,1551,1618,1672,0,0,0,0,0,0,0,-1,18,-10,-16,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,610,-365,156,-33,1098,22420,1432,-125,463,-66,-41,103,-6,0,13585,736,241,159,13585,1524,1492,1673,1651,0,0,0,0,0,0,0,2,26,-25,-26,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,1910,81,-212,194,951,35115,11076,-1162,531,-59,-41,139,-13,0,13543,749,242,155,13543,1533,1459,1693,1641,0,0,0,0,0,0,0,-15,13,34,38,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,2921,359,77,180,1010,32003,4972,-125,582,-41,-50,167,-14,0,13585,753,187,159,13585,1517,1486,1667,1663,0,0,0,0,0,0,0,-1,28,-2,19,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,3547,622,-278,33,1073,36214,3751,1400,496,-15,-50,161,-13,0,13585,782,262,159,13585,1554,1470,1666,1649,0,0,0,0,0,0,0,-6,51,16,-19,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,4074,254,-185,144,1337,27425,5704,2255,237,8,-50,118,-2,0,13585,772,269,159,13585,1556,1480,1664,1643,0,0,0,0,0,0,0,8,52,-23,2,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,4537,462,-38,358,1268,10885,7719,-1101,-326,22,-35,13,-3,0,13585,799,318,159,13585,1563,1426,1680,1656,0,0,0,0,0,0,0,0,38,7,57,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,3534,-280,66,67,742,-34891,-9065,2804,-323,-11,-18,2,-2,0,13543,811,264,155,13543,1504,1523,1659,1654,0,0,0,0,0,0,0,21,37,-60,41,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,2143,735,-508,213,1104,-13284,10343,-2566,-183,46,-16,0,-3,0,13585,822,230,159,13585,1536,1452,1717,1624,0,0,0,0,0,0,0,-36,23,109,59,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,1602,1034,-269,331,802,-11087,1920,-1345,-258,83,-12,-23,-1,0,13628,811,213,163,13628,1538,1475,1679,1651,0,0,0,0,0,0,0,-26,11,82,78,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,821,373,-333,156,1027,-24027,-6563,-613,-309,29,-12,-47,0,0,13543,833,162,155,13543,1512,1510,1649,1671,0,0,0,0,0,0,0,-4,18,11,39,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,-310,466,-547,78,1185,-26163,761,241,-248,40,-10,-55,0,0,13543,829,187,155,13543,1511,1524,1666,1644,0,0,0,0,0,0,0,-22,19,59,11,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603,-1592,-13,348,-147,968,-15909,-2412,790,-129,-8,-8,-53,-1,0,13585,820,171,159,13585,1528,1517,1633,1668,0,0,0,0,0,0,0,7,29,-27,-39,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,-1899,-200,368,-47,765,-8829,-4915,-491,-176,-17,-8,-68,0,0,13500,843,152,152,13500,1562,1453,1659,1655,0,0,0,0,0,0,0,14,18,-50,-20,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,-1820,-465,-136,-131,1326,-18350,-3023,-3,-246,-9,-4,-80,6,0,13585,867,229,159,13585,1526,1508,1654,1654,0,0,0,0,0,0,0,0,5,-12,4,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,-1556,-137,175,-394,1639,-19144,150,-1528,-457,82,-4,-118,18,0,13543,845,191,155,13543,1539,1469,1665,1661,0,0,0,0,0,0,0,-7,0,14,11,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,-1179,6,-162,63,915,-25797,-2290,-2871,-560,66,-4,-132,13,0,13543,852,144,155,13543,1510,1478,1673,1670,0,0,0,0,0,0,0,-17,-21,40,52,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,-1753,-76,-168,-28,948,-35867,-2656,-186,-667,98,-4,-164,20,0,13585,867,124,159,13585,1543,1485,1668,1645,0,0,0,0,0,0,0,-16,-36,35,64,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903,-3268,-1020,211,-61,979,-37698,-8943,-1406,-730,81,-2,-203,34,0,13458,846,47,148,13458,1541,1462,1660,1661,0,0,0,0,0,0,0,14,-21,-59,-12,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,-3782,-1086,71,120,835,-36783,639,-2688,-724,79,-4,-210,34,0,13500,876,81,152,13500,1534,1449,1693,1647,0,0,0,0,0,0,0,5,-45,-37,24,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,-4621,-0,0,-37,-41,79,-20,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,-4942,173,-262,-149,1056,-13284,-4121,-674,152,15,-6,-55,0,0,13500,888,154,152,13500,1509,1510,1667,1656,0,0,0,0,0,0,0,-42,-47,92,-24,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,-4075,-415,358,-141,1085,17965,9367,-1712,352,-32,-6,0,0,0,13543,878,71,155,1355150,-1653,302,-33,111,838,16134,5888,241,203,22,-6,11,0,0,13585,879,57,159,13585,1526,1504,1662,1652,0,0,0,0,0,0,0,-14,-69,23,64,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,128,212,468,-50,1152,14913,1432,-857,44,18,-6,11,0,0,13585,897,72,159,13585,1535,1475,1671,1654,0,0,0,0,0,0,0,4,-57,-30,49,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,689,-42,411,-46,981,4781,578,-918,0,0,-2,11,0,0,13585,895,65,159,13585,1511,1502,1664,1659,0,0,0,0,0,0,0,12,-42,-52,16,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,1121,779,-249,-128,1325,4049,1249,-796,-38,71,-4,11,0,0,13543,897,71,155,13543,1524,1488,1669,1655,0,0,0,0,0,0,0,-24,-37,52,8,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350,1127,234,16,-193,1243,-2176,-9675,607,-7,23,-4,18,0,0,13543,923,81,155,13543,1497,1536,1628,1678,0,0,0,0,0,0,0,1,-28,-25,-13,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,1584,182,199,62,824,9908,8146,-1956,182,12,-2,64,0,0,13543,897,65,155,13543,1514,1482,1697,1639,0,0,0,0,0,0,0,-2,-48,-16,46,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5450,1712,669,379,-253,977,22420,5827,-1467,520,58,-6,134,0,0,13543,907,40,155,13543,1503,1498,1684,1651,0,0,0,0,0,0,0,-14,-27,21,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,2876,1148,-147,28,997,42318,-6013,363,632,103,-6,176,0,0,13458,908,31,148,13458,1558,1461,1655,1653,0,0,0,0,0,0,0,-30,-28,63,32,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,4205,773,87,-87,807,49154,-337,-1223,729,64,-4,219,0,0,13585,899,-38,159,13585,5603,5170,932,-137,38,942,48238,-3755,3048,812,11,-6,252,-13,0,13628,895,-42,163,13628,1541,1522,1625,1654,0,0,0,0,0,0,0,-13,15,8,-16,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650,5578,40,-166,-112,1277,60140,-1802,302,968,-157,-4,291,-32,0,13543,888,-36,155,13543,1558,1470,1650,1663,0,0,0,0,0,0,0,-1,44,-27,-56,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5703,7172,-273,9,340,631,58797,5765,1828,899,-208,-4,305,-37,0,13585,903,-37,159,13585,1554,1497,1644,1650,0,0,0,0,0,0,0,-1,20,-23,65,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5750,8084,28,42,-154,832,58736,14066,-979,826,-248,-4,306,-50,0,13543,899,-25,155,13543,1530,1479,1661,1665,0,0,0,0,0,0,0,5,70,-31,-23,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,8935,480,-225,-230,1385,49703,11076,973,19,-157,-4,159,-39,0,13585,906,17,159,13585,1661,1331,1662,1644,0,0,0,0,0,0,0,-14,67,37,33,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,9781,1969,-376,53,1061,14180,14555,-857,-207,-30,-6,129,-40,0,13543,918,78,155,13543,1550,1461,1694,1634,0,0,0,0,0,0,0,-34,53,109,99,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,7608,1783,-81,353,907,-11148,12296,-979,-398,-25,-6,53,-36,0,13543,901,68,155,13543,1545,1461,1687,1642,0,0,0,0,0,0,0,11,67,-6,51,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5950,6351,3151,1070,-738,1047,-19937,-1985,-2078,-540,149,-4,2,-25,0,13628,904,0,163,13628,1542,1450,1685,1658,0,0,0,0,0,0,0,11,93,-2,-35,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003,4406,2470,-441,143,982,-37027,-6196,-308,-377,93,-4,1,-24,0,13543,886,-51,155,13543,1496,1521,1662,1658,0,0,0,0,0,0,0,0,63,30,21,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6050,2381,1932,-263,69,781,-27139,-4121,-2261,-309,43,-4,-20,-25,0,13585,875,-79,159,13585,1528,1455,1678,1666,0,0,0,0,0,0,0,-13,53,63,22,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103,913,1133,5,-10,1080,-19937,-5281,-1895,-320,15,-4,-48,-16,0,13543,862,-134,155,13543,1540,1447,1674,1667,0,0,0,0,0,0,0,14,53,-19,-1,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6150,309,1057,-318,62,1063,-29093,150,-1406,-313,8,-2,-57,-16,0,13500,849,-203,152,13500,1510,1486,1677,1656,0,0,0,0,0,0,0,-5,30,36,41,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,-231,1218,-121,321,697,-23905,578,-247,-325,19,-2,-69,-17,0,13585,835,-243,159,13585,1547,1466,1671,1653,0,0,0,0,0,0,0,-23,-5,83,112,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,-862,795,-65,40,968,-21829,-3023,119,-301,13,-2,-75,-11,0,13500,842,-225,152,13500,1542,1470,1665,1650,0,0,0,0,0,0,0,2,3,5,60,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,-1605,424,297,-44,1094,-23294,1432,-1589,-243,9,-2,-76,-5,0,13500,807,-244,152,13500,1506,1483,1679,1659,0,0,0,0,0,0,0,13,14,-26,6,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350,-1949,204,338,91,813,-19571,333,-979,-217,0,-2,-77,-3,0,13458,813,-235,148,13458,1528,1467,1680,1649,0,0,0,0,0,0,0,13,-1,-30,26,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403,-1417,816,-118,-26,1110,-18594,-93,1217,-124,-92,-2,-49,-32,0,13543,799,-178,155,13543,1521,1513,1648,1658,0,0,0,0,0,0,0,-16,-30,52,90,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,-1151,1056,169,-145,1227,-8951,11198,-1101,-119,-106,0,-43,-39,0,13543,773,-214,155,13543,1543,1455,1689,1643,0,0,0,0,0,0,0,-5,-20,27,54,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503,-492,739,68,195,687,-11575,7474,912,-173,-169,-2,-43,-46,0,13543,767,-210,155,13543,1532,1498,1643,1667,0,0,0,0,0,0,0,26,-30,-49,74,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6550,-145,1367,251,-154,1215,-11087,15043,-430,-1,-236,-2,-2,-71,0,13585,782,-150,159,13585,1504,1508,1679,1649,0,0,0,0,0,0,0,17,-19,-16,37,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603,-430,2231,-141,-84,736,-1199,19865,-2932,27,-300,0,-2,-99,0,13585,782,-147,159,13585,1518,1455,1681,1675,0,0,0,0,0,0,0,7,3,29,-28,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6650,-97,2284,99,-15,909,-1627,18461,119,1,-366,-4,-1,-113,0,13500,745,-257,152,13500,1522,1490,1665,1655,0,0,0,0,0,0,0,22,-10,2,11,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6703,-49,3134,-350,142,1354,-2359,26823,-3054,4,-288,-4,0,-112,0,13543,751,-226,155,13543,1508,1456,1720,1637,0,0,0,0,0,0,0,9,-9,60,7,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6750,21,3560,-191,140,860,1973,18400,-2871,1,-230,0,0,-108,0,13585,743,-214,159,13585,1507,1463,1678,1678,0,0,0,0,0,0,0,18,-12,53,16,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6803,440,4483,-444,-142,1036,-955,9428,-1956,-104,-90,0,-13,-96,0,13628,718,-248,163,13628,1526,1455,1696,1650,0,0,0,0,0,0,0,3,-10,105,12,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6850,35,3989,-14,-166,1116,-4373,10953,-2444,-135,-98,0,-26,-89,0,13585,685,-275,159,13585,1512,1463,1694,1660,0,0,0,0,0,0,0,27,-5,45,-6,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6903,-239,3227,-223,138,1060,-7364,3446,-430,-307,135,0,-65,-29,0,13585,671,-288,159,13585,1549,1453,1704,1626,0,0,0,0,0,0,0,28,-22,40,29,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6950,603,3307,-300,278,824,-8951,-5708,-2566,-443,288,0,-78,0,0,13543,675,-317,155,13543,1549,1415,1717,1639,0,0,0,0,0,0,0,-8,-68,134,147,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7003,-825,1279,305,-101,1203,-26834,-29390,546,-297,108,-2,-74,0,0,13543,661,-301,155,13543,1484,1530,1614,1705,0,0,0,0,0,0,0,35,-17,-9,-12,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7050,-1375,497,202,-119,930,-18656,-18159,-491,-180,39,0,-60,0,0,13543,643,-334,155,13543,1506,1495,1656,1677,0,0,0,0,0,0,0,23,-24,7,-11,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7103,-1111,-138,-8,253,999,-711,-7539,-1712,-11,165,0,-21,35,0,13585,638,-319,159,13585,1529,1451,1691,1658,0,0,0,0,0,0,0,20,-40,7,25,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7150,-1165,-709,33,201,850,386,-23286,-125,31,144,-2,-13,41,0,13543,617,-389,155,13543,1511,1494,1631,1701,0,0,0,0,0,0,0,16,-30,4,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7203,-624,-1997,-303,172,1234,4598,-12056,-2200,12,97,-2,-8,54,0,13628,593,-332,1637250,-20,-1954,-294,191,965,-2176,-11262,-1101,-33,98,-2,-6,53,0,13713,584,-373,172,7303,230,-2538,-109,-57,1343,-5716,-14863,1217,-48,-8,-4,-5,42,0,14933,562,-318,284,14933,1546,1547,1668,1711,0,0,0,0,0,0,0,11,-30,-28,4,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7350,74,-2681,-309,112,789,-5350,-4793,-430,-23,-76,-2,-3,31,0,14978,560,-251,287,14978,1527,1544,1691,1706,0,0,0,0,0,0,0,6,-22,-22,-14,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7403,398,-1957,315,85,1065,7406,5277,-2566,-20,-80,-2,2,18,0,15022,539,-217,291,15022,1555,1484,1703,1720,0,0,0,0,0,0,0,6,-38,-18,29,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7450,375,-1391,80,-131,1388,2828,-5647,-857,9,-117,-2,8,0,0,15022,547,-99,291,15022,1567,1497,1678,1726,0,0,0,0,0,0,0,-5,-28,9,3,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7503,710,-894,-91,122,689,9114,3324,57,81,-78,-2,28,0,0,15067,555,-76,296,15067,1570,1506,1703,1692,0,0,0,0,0,0,0,-10,-33,25,22,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7550,1226,-552,-82,83,1152,12838,5704,-2322,112,-76,-2,43,-5,0,15067,539,-8,296,15067,1554,1487,1708,1714,0,0,0,0,0,0,0,-1,-39,4,47,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7603,1470,-184,-26,120,745,509,-5403,912,245,-50,-2,74,-6,0,15022,510,22,291,15022,1524,1565,1664,1721,0,0,0,0,0,0,0,-7,-30,21,30,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7650,1642,-147,-262,256,1018,18026,-2534,1217,313,-44,-2,91,-6,0,15022,529,79,291,15022,1561,1532,1677,1705,0,0,0,0,0,0,0,-5,-16,15,7,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703,2735,233,453,-112,1041,26937,-2229,1583,274,0,0,102,-4,0,15022,571,150,291,15022,1578,1520,1667,1710,0,0,0,0,0,0,0,-3,-17,8,31,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7750,3222,235,202,-252,1090,16134,-13521,1766,238,0,0,104,-4,0,15022,543,74,291,15022,1574,1531,1662,1714,0,0,0,0,0,0,0,-2,3,0,-6,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7803,3589,354,18,-78,1399,28768,1371,-2871,213,17,-2,105,-2,0,15022,551,143,291,15022,1568,1462,1717,1711,0,0,0,0,0,0,0,-7,9,12,0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,3258,-241,907,-787,1042,8931,-8211,-1712,218,-38,-4,100,-3,0,15022,547,195,291,15022,1511,1539,1669,1746,0,0,0,0,0,0,0,31,46,-96,-85,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7903,3299,299,-589,379,1052,16378,2836,-2017,144,15,-2,86,-2,0,15022,568,184,291,15022,1579,1464,1730,1690,0,0,0,0,0,0,0,-28,6,60,31,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950,3105,525,-193,194,1151,18636,5155,-2383,53,42,-2,64,0,0,15067,565,217,296,15067,1585,1447,1714,1710,0,0,0,0,0,0,0,-20,13,42,22,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8003,3021,656,-265,255,914,-1993,-7966,1095,8,53,-2,54,0,0,15022,566,244,291,15022,1551,1539,1682,1703,0,0,0,0,0,0,0,-23,6,44,44,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8050,2291,474,-464,397,1264,6246,5582,-2383,9,34,-2,41,-1,0,15022,594,297,291,15022,1577,1457,1737,1686,0,0,0,0,0,0,0,-29,13,55,23,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8103,1603,95,307,-444,1056,-14261,-14619,4574,10,1,0,30,-1,0,15067,617,300,296,15067,1541,1597,1612,1728,0,0,0,0,0,0,0,-2,25,-19,-11,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8150,978,-117,-232,-39,1032,-7608,-2901,363,33,-48,-2,23,-7,0,14579,636,377,251,14579,1529,1555,1680,1716,0,0,0,0,0,0,0,-7,37,-10,-46,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8203,927,318,321,-198,1208,3621,9122,-1406,2,-41,-2,16,-13,0,13798,641,361,179,13798,1516,1471,1665,1699,0,0,0,0,0,0,0,0,30,-20,-27,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8250,939,781,-93,58,905,-6204,-2962,1217,-102,-64,-2,-4,-26,0,13713,641,332,172,13713,1526,1497,1637,1692,0,0,0,0,0,0,0,-23,12,44,19,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
